조사일,수온,pH,DO,투명도,탁도,Chl_a,유해남조류_세포수,Microcystis,Anabaena,Oscillatoria,Aphanizomenon,acc_temp_7d,TSI_Chla,TSI_SD,microcystis_ratio,anabaena_ratio,oscillatoria_ratio,aphanizomenon_ratio,수위,저수량,저수율,유입량,방류량,강우량,level_change_7d,rain_7d_sum,inflow_7d_sum,outflow_7d_sum,residence_proxy,nutrient_stagnation_index,loc_encoded,alert_encoded,log_target,next_log_cells
2016-04-04,8.8,8.2,13.3,2.9,1.7,4.5,0,0,0,0,0,8.8,45.35499926237525,44.65751827993911,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.04999999999999716,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,0,0,0.0,0.0
2016-04-11,9.1,7.7,12.1,3.2,1.1,4.4,0,0,0,0,0,17.9,45.13454054646655,43.23899683070014,0.0,0.0,0.0,0.0,67.98,696.142,46.7,0.0,63.217,19.821,0.6899999999999977,136.812,37.7713,505.878,10.840462805799088,10.194893239793403,0,0,0.0,0.0
2016-04-18,12.1,8.2,11.3,2.0,2.5,5.1,0,0,0,0,0,30.0,46.582849694754046,50.011749128131186,0.0,0.0,0.0,0.0,68.52,721.814,48.4,0.688,102.719,19.447,0.539999999999992,137.215,41.0066,434.342,6.959322785603409,12.924828339558324,0,0,0.0,0.0
2016-04-25,14.7,8.3,11.4,2.7,1.8,4.5,0,0,0,0,0,44.7,45.35499926237525,45.687241950921816,0.0,0.0,0.0,0.0,69.76,783.195,52.6,0.0,78.752,19.986,1.240000000000009,133.988,31.3455,844.414,9.820380680108338,4.967886566818151,0,0,0.0,0.0
2016-05-02,14.4,8.2,11.5,2.2,1.7,6.9,0,0,0,0,0,59.1,49.54822504782753,48.638329437150865,0.0,0.0,0.0,0.0,70.28,810.13,54.4,1.9942,53.058,41.082,0.519999999999996,169.584,25.181099999999997,481.33500000000004,14.986310999297052,8.853414457586531,0,0,0.0,0.0
2016-05-09,16.1,8.1,12.2,2.4,1.5,8.8,0,0,0,0,0,75.2,51.93431438775962,47.3844954947303,0.0,0.0,0.0,0.0,70.21,806.512,54.1,0.0,32.096,56.013,-0.07000000000000739,349.93199999999996,13.9799,308.055,24.36886632825719,15.82894425522965,0,0,0.0,0.0
2016-05-16,17.0,8.4,11.4,4.3,1.4,7.4,0,0,0,0,0,92.2,50.23451880206132,38.98135752289996,0.0,0.0,0.0,0.0,70.06,798.79,53.6,7.7333,39.989,51.877,-0.14999999999999147,371.548,37.4393,282.175,19.487911390860962,49.1233231620023,0,0,0.0,0.0
2016-05-23,19.9,8.2,11.9,4.9,1.2,3.3,0,0,0,0,0,103.30000000000001,42.31237941571459,37.09912069427007,0.0,0.0,0.0,0.0,69.46,768.03,51.6,0.0,18.688,76.933,-0.6000000000000085,532.6030000000001,0.0,176.58700000000002,39.01005688744413,0.0,0,0,0.0,0.0
2016-05-30,20.5,8.1,10.6,5.1,2.0,3.2,0,0,0,0,0,114.69999999999999,42.01050944419373,36.522643822486664,0.0,0.0,0.0,0.0,68.82,736.351,49.4,0.0,14.136,76.405,-0.6400000000000006,534.027,15.825700000000001,167.375,48.64898255813954,50.19362193853007,0,0,0.0,0.0
2016-06-07,21.9,8.2,9.6,4.3,2.0,6.7,0,0,0,0,0,124.5,49.259674833953795,38.98135752289996,0.0,0.0,0.0,0.0,67.93,693.797,46.6,0.4327,18.523,78.317,-0.7799999999999869,530.682,0.7678,100.116,35.537417405111924,4.029605993116816,0,0,0.0,0.0
2016-06-13,23.2,8.3,10.1,4.4,1.9,4.7,0,0,0,0,0,133.0,45.78158821050409,38.65007856528206,0.0,0.0,0.0,0.0,67.26,662.892,44.5,0.0552,13.498,76.749,-0.7800000000000011,530.054,3.5005,112.556,45.72299627534833,16.339550767903063,0,0,0.0,0.0
2016-06-20,24.6,8.6,10.4,3.7,1.5,6.6,0,0,0,0,0,143.20000000000002,49.11215325700765,41.14692406884092,0.0,0.0,0.0,0.0,66.6,633.378,42.5,3.2715,18.06,69.136,-0.6600000000000108,475.93499999999995,14.328499999999998,134.345,33.23074501573977,50.385567605009406,0,0,0.0,0.0
2016-06-27,25.1,8.6,10.0,3.7,2.1,7.5,0,0,0,0,0,152.2,50.36619863151962,41.14692406884092,0.0,0.0,0.0,0.0,66.09,611.195,41.0,0.0,19.59,59.453,-0.5099999999999909,425.458,29.364799999999995,168.709,29.684069936862556,73.61712742635923,0,0,0.0,0.0
2016-07-04,25.0,8.5,8.7,2.4,27.6,5.7,0,0,0,0,0,160.2,47.67397317518535,47.3844954947303,0.0,0.0,0.0,0.0,68.11,702.264,47.1,92.556,842.346,34.864,2.019999999999996,347.337,201.0144,1401.3809999999999,0.8327116035411326,49.786569165440774,0,0,0.0,0.0
2016-07-11,24.2,8.0,7.1,3.0,7.8,3.4,0,0,0,0,0,164.5,42.60523698421296,44.168996920292535,0.0,0.0,0.0,0.0,75.16,1086.143,72.9,2.6503,112.51,233.834,7.049999999999997,1289.408,130.8995,5732.442000000001,9.56869879305788,29.438313406850536,0,0,0.0,2.2576785748691846
2016-07-18,23.1,7.9,5.7,2.5,9.6,6.7,180,54,0,0,126,167.1,49.259674833953795,46.796250553693426,0.2983425414364641,0.0,0.0,0.6961325966850829,73.87,1008.537,67.7,0.0,53.888,238.627,-1.289999999999992,1350.279,15.8245,452.0650000000002,18.374453432444252,47.16208498890885,0,0,2.2576785748691846,3.9122752104988123
2016-07-25,24.9,8.3,6.8,1.7,5.6,15.1,8170,6998,736,0,436,170.1,57.23115543688282,52.35364690219413,0.8564435197650226,0.09007465426508383,0.0,0.05335944192877249,72.73,942.767,63.3,0.0,19.243,71.677,-1.1400000000000006,952.691,1.1529,191.47000000000023,46.572494195524385,5.7066423541331055,0,1,3.9122752104988123,3.887898488096872
2016-08-01,25.1,8.3,5.8,2.0,4.9,8.7,7724,5890,42,1280,512,172.0,51.822198881729875,50.011749128131186,0.7624595469255664,0.005436893203883495,0.1656957928802589,0.06627831715210356,72.23,914.741,61.4,0.0,28.364,73.431,-0.5,482.80899999999997,9.1003,158.43200000000024,31.151784498024792,27.55849981622255,0,1,3.887898488096872,3.722880610686939
2016-08-08,26.2,8.5,5.8,2.0,3.2,7.8,5282,3568,12,318,1384,173.6,50.75095382755331,50.011749128131186,0.6753738406208594,0.002271436683702442,0.060193072118114706,0.26197236418701497,71.83,892.677,59.9,3.1546,12.666,50.74,-0.4000000000000057,402.72400000000005,24.097099999999998,147.3480000000002,65.32101565930046,65.41699585029787,0,1,3.722880610686939,3.9360611166099884
2016-08-16,27.0,8.7,5.5,1.4,3.3,9.8,8630,7564,0,328,738,175.5,52.990171203486724,55.15143507028832,0.8763758544780442,0.0,0.03800254895145406,0.08550573514077164,71.4,869.308,58.3,0.0,7.393,51.137,-0.39000000000000057,343.05199999999996,2.287,97.91900000000024,103.57536041939711,7.931336992893155,0,1,3.9360611166099884,3.8107028609471167
2016-08-22,27.1,8.5,5.3,1.5,3.1,9.2,6466,6216,0,176,74,177.60000000000002,52.370386178579494,54.15724779216135,0.961187567651152,0.0,0.027215092005566724,0.011442709138704191,71.03,849.489,57.0,0.0,9.266,52.426,-0.4399999999999977,345.80100000000004,1.5603,72.67400000000022,82.74780829924022,7.323523906669903,0,1,3.8107028609471167,3.405346360175709
2016-08-29,25.5,8.7,4.8,1.3,3.5,13.5,2542,2488,0,0,54,178.9,56.13238581420941,56.21933094902345,0.9783720015729453,0.0,0.0,0.0212347620920173,70.53,823.129,55.2,0.3895,9.225,51.602,-0.5,380.211,19.1891,75.11700000000022,80.50161369193154,95.85121457887172,0,1,3.405346360175709,3.9292656182530656
2016-09-05,25.1,8.8,6.1,1.5,7.1,27.5,8496,8400,0,0,96,180.9,63.11216470583748,54.15724779216135,0.9885842061904202,0.0,0.0,0.011298105213604802,70.27,809.613,54.3,0.9667,21.206,45.176,-0.2600000000000051,306.30600000000004,28.184,149.86300000000023,36.4592002161578,57.223628749262495,0,1,3.9292656182530656,3.9315087218666176
2016-09-12,25.5,8.7,5.1,1.6,3.5,16.7,8540,8540,0,0,0,181.5,58.21915953753678,53.22724770256895,0.9998829176911369,0.0,0.0,0.0,69.97,793.931,53.3,1.4279,12.911,39.471,-0.29999999999999716,289.862,11.2958,108.36000000000023,57.07217310042413,29.939860822969948,0,1,3.9315087218666176,3.7512020945883533
2016-09-19,25.2,8.1,6.2,1.9,4.8,10.3,5638,5490,0,90,58,181.6,53.478331612261144,50.75088550025579,0.9735768753325058,0.0,0.015960276644795178,0.010285511615534669,70.74,834.142,56.0,0.0,209.011,39.286,0.769999999999996,256.083,109.5882,721.4850000000002,3.9718967101723246,38.84326321044727,0,1,3.7512020945883533,3.9252605095194353
2016-09-26,24.0,8.0,4.6,2.1,3.8,7.7,8418,8310,52,0,56,179.4,50.62437142611306,49.30868286244967,0.9870530941917093,0.006176505523221285,0.0,0.006651621332699846,70.91,843.119,56.6,0.5478,26.573,38.839,0.1700000000000017,271.78000000000003,0.6031,375.68400000000025,30.57770282522758,0.43514064308545064,0,1,3.9252605095194353,3.5869247081448203
2016-10-04,23.8,8.0,7.0,2.7,3.5,10.5,3862,3364,0,436,62,176.20000000000002,53.666991272773714,45.687241950921816,0.8708257830701527,0.0,0.11286564845974631,0.01604970230390888,70.89,842.06,56.5,0.1241,33.386,27.261,-0.04000000000000625,225.38500000000002,19.335900000000002,200.86100000000025,24.488454603617747,21.5892214023511,0,1,3.5869247081448203,3.590953235187986
2016-10-10,22.3,7.6,7.3,2.9,4.0,7.1,3898,3660,0,0,238,171.39999999999998,49.828529831503715,44.65751827993911,0.9387022313413695,0.0,0.0,0.06104129263913824,72.68,939.942,63.1,0.0,171.047,27.866,1.8000000000000114,191.24099999999999,90.6271,1330.2680000000003,5.463286195051352,13.018879167154918,0,1,3.590953235187986,3.5376931943673906
2016-10-17,21.4,8.6,6.7,3.3,2.5,6.8,3448,3260,24,36,128,167.29999999999998,49.405010825506025,42.795577229312215,0.9452015076833865,0.006958538706871557,0.010437808060307335,0.0371122064366483,73.02,959.251,64.4,1.4919,41.29,28.07,0.3399999999999892,195.325,14.052999999999999,418.8000000000002,22.682690943485458,6.538595104811812,0,1,3.5376931943673906,2.935003151453655
2016-10-24,20.5,7.4,7.2,2.7,2.7,7.0,860,860,0,0,0,162.7,49.689378562232626,45.687241950921816,0.9988385598141696,0.0,0.0,0.0,73.06,961.537,64.5,0.1019,14.845,28.092,0.04000000000000625,197.102,0.8962,223.57000000000022,60.68393815083623,0.7865824126107664,0,0,2.935003151453655,2.2576785748691846
2016-10-31,18.9,7.5,6.5,2.9,2.2,5.7,180,180,0,0,0,156.1,47.67397317518535,44.65751827993911,0.994475138121547,0.0,0.0,0.0,73.08,962.682,64.6,0.0,21.6,28.227,0.01999999999999602,196.602,19.6959,209.84900000000022,42.59654867256637,18.365054289088384,0,0,2.2576785748691846,0.0
2016-11-07,17.7,7.5,6.9,2.8,2.6,5.9,0,0,0,0,0,148.6,48.012282562443524,45.163184198419515,0.0,0.0,0.0,0.0,73.02,959.251,64.4,0.8621,21.412,28.025,-0.060000000000002274,197.264,0.8621,157.54900000000023,42.800776369801895,1.0726103248837884,0,0,0.0,0.0
2016-11-14,16.8,7.2,7.5,3.5,2.3,7.8,0,0,0,0,0,141.4,50.75095382755331,41.94768562398174,0.0,0.0,0.0,0.0,72.95,955.257,64.1,0.0525,15.103,28.299,-0.06999999999999318,197.686,9.675099999999999,151.45800000000023,59.321679190213,12.545303090687252,0,0,0.0,0.0
2016-11-21,15.7,7.6,8.6,3.1,2.3,15.2,0,0,0,0,0,133.29999999999998,57.295908147230385,43.696495573413245,0.0,0.0,0.0,0.0,72.84,949.0,63.7,0.4316,18.787,31.933,-0.10999999999999943,219.845,10.0524,147.43100000000024,47.96078233183403,14.888870101259146,0,0,0.0,0.0
2016-11-28,13.8,7.5,9.5,3.2,2.2,15.9,0,0,0,0,0,124.8,57.73759046150889,43.23899683070014,0.0,0.0,0.0,0.0,72.7,941.072,63.2,0.0,19.574,32.655,-0.14000000000000057,224.457,4.5938,132.69700000000023,45.7408379508117,7.712293967703076,0,0,0.0,0.0
2016-12-05,12.8,7.4,9.0,3.0,1.8,16.6,0,0,0,0,0,116.2,58.160240441506105,44.168996920292535,0.0,0.0,0.0,0.0,72.55,932.621,62.6,0.0,12.735,32.256,-0.15000000000000568,224.09500000000003,2.1293,126.28100000000023,67.90105569712414,3.748913690967224,0,0,0.0,0.0
2016-12-12,11.5,7.5,9.4,4.0,1.9,10.3,0,0,0,0,0,107.19999999999999,53.478331612261144,40.02349825626237,0.0,0.0,0.0,0.0,72.43,925.892,62.1,0.0,21.906,28.383,-0.11999999999999034,202.113,3.4901,124.23600000000023,40.42137431240723,5.632522448018132,0,0,0.0,1.591064607026499
2016-12-19,10.6,8.4,9.4,3.0,2.0,5.5,38,0,0,0,38,98.9,47.32357878485895,44.168996920292535,0.0,0.0,0.0,0.9743589743589743,72.29,918.078,61.6,2.6928,15.676,28.568,-0.14000000000000057,198.92700000000002,2.6928,108.48800000000023,55.0538498440873,4.892505348531337,0,0,1.591064607026499,0.0
2016-12-26,9.8,8.4,9.4,3.3,2.0,2.4,0,0,0,0,0,91.0,39.18834831344176,42.795577229312215,0.0,0.0,0.0,0.0,72.34,920.864,61.8,11.6639,41.378,28.472,0.04999999999999716,197.998,34.5911,230.2460000000002,21.729765444334326,29.617673896197093,0,0,0.0,0.0
2017-01-02,8.9,8.2,9.2,3.8,1.5,1.6,0,0,0,0,0,83.1,35.21073560290067,40.76263462838698,0.0,0.0,0.0,0.0,72.43,925.892,62.1,0.0273,28.643,28.643,0.09000000000000341,198.373,0.3589,256.56400000000025,31.234760314408124,0.27642088840055257,0,0,0.0,0.0
2017-01-09,8.7,8.3,10.1,4.2,1.8,1.8,0,0,0,0,0,76.1,36.36618718268979,39.32043199058086,0.0,0.0,0.0,0.0,72.39,923.656,62.0,0.0974,15.215,28.153,-0.04000000000000625,198.74900000000002,0.0974,172.86300000000023,56.96305889608387,0.11134141594243731,0,0,0.0,0.0
2017-01-16,7.1,7.6,9.8,3.5,1.5,2.0,0,0,0,0,0,69.4,37.39977384129307,41.94768562398174,0.0,0.0,0.0,0.0,72.29,918.078,61.6,0.0,15.17,28.062,-0.09999999999999432,197.633,0.1075,133.0800000000002,56.77662337662337,0.158454262380668,0,0,0.0,0.0
2017-01-23,6.1,7.6,9.5,3.3,1.5,1.8,0,0,0,0,0,62.7,36.36618718268979,42.795577229312215,0.0,0.0,0.0,0.0,72.18,911.966,61.2,0.0273,21.941,28.361,-0.10999999999999943,198.632,3.4577999999999998,127.88700000000023,39.752669892332506,5.328929446724641,0,0,0.0,0.0
2017-01-31,5.9,8.1,10.0,4.5,1.3,1.6,0,0,0,0,0,57.1,35.21073560290067,38.326244712453885,0.0,0.0,0.0,0.0,72.04,904.221,60.7,0.0273,22.375,28.763,-0.10999999999999943,198.055,7.6708,127.66300000000024,38.683251336898394,11.8079035464741,0,0,0.0,0.0
2017-02-06,5.7,8.6,11.2,3.4,2.0,1.6,0,0,0,0,0,52.2,35.21073560290067,42.365396030325314,0.0,0.0,0.0,0.0,71.93,898.163,60.3,0.0,15.727,28.455,-0.11999999999999034,200.65,2.3011999999999997,124.14600000000021,53.69540264243439,3.6895768142809136,0,0,0.0,0.0
2017-02-13,5.1,7.0,11.0,4.0,1.4,1.9,0,0,0,0,0,47.5,36.8965866233512,40.02349825626237,0.0,0.0,0.0,0.0,71.79,890.488,59.8,0.3237,15.905,28.569,-0.14000000000000057,198.879,0.3237,110.04000000000023,52.67601301390121,0.5797652404538892,0,0,0.0,0.0
2017-02-20,5.6,7.7,11.4,3.6,3.2,2.1,0,0,0,0,0,44.199999999999996,37.878405351795195,41.54174328689166,0.0,0.0,0.0,0.0,71.68,884.484,59.4,16.4878,28.326,28.326,-0.10999999999999943,198.567,24.859299999999998,129.07600000000022,30.160403737297962,37.94886545634853,0,0,0.0,2.0827853703164503
2017-02-27,5.9,7.6,11.9,4.3,1.3,2.5,120,0,0,0,120,41.400000000000006,39.58881207968547,38.98135752289996,0.0,0.0,0.0,0.9917355371900827,72.05,904.773,60.7,0.0,47.323,28.166,0.36999999999999034,197.494,18.757799999999996,432.32600000000025,18.72344432257931,8.5491130308359,0,0,2.0827853703164503,0.0
2017-03-06,6.1,7.9,11.8,2.1,1.7,2.3,0,0,0,0,0,40.4,38.770838495993374,49.30868286244967,0.0,0.0,0.0,0.0,72.09,906.983,60.9,0.0505,21.771,28.17,0.04000000000000625,197.35500000000002,3.3118999999999965,222.93000000000023,39.83061789117737,2.918858681284324,0,0,0.0,0.0
2017-03-13,6.3,7.5,12.2,4.3,1.3,2.3,0,0,0,0,0,40.6,38.770838495993374,38.98135752289996,0.0,0.0,0.0,0.0,72.04,904.221,60.7,0.0,21.991,28.379,-0.04999999999999716,196.886,1.0982999999999965,164.92300000000023,39.32934626593015,1.3032544843089806,0,0,0.0,0.0
2017-03-20,6.5,7.5,12.3,3.9,1.8,2.4,0,0,0,0,0,41.2,39.18834831344176,40.388327869315994,0.0,0.0,0.0,0.0,71.94,898.713,60.3,0.9673,22.42,28.785,-0.10000000000000853,200.936,0.9672999999999965,137.18300000000022,38.37374039282664,1.4065796284636967,0,0,0.0,1.568201724066995
2017-03-27,8.1,7.8,12.5,3.5,1.7,2.3,36,0,0,0,36,43.599999999999994,38.770838495993374,41.94768562398174,0.0,0.0,0.0,0.972972972972973,71.83,892.677,59.9,2.4137,22.769,29.109,-0.10999999999999943,203.73899999999998,11.245799999999997,133.87400000000022,37.55635491606715,16.987766702255403,0,0,1.568201724066995,2.1172712956557644
2017-04-03,7.8,7.7,12.6,4.6,1.6,1.9,130,0,0,0,130,46.3,36.8965866233512,38.00952866663634,0.0,0.0,0.0,0.9923664122137404,71.8,891.035,59.8,0.055,31.806,31.806,-0.030000000000001137,212.39000000000001,8.768999999999997,193.3840000000002,27.160732792781808,9.581281947073819,0,0,2.1172712956557644,0.0
2017-04-10,10.2,7.7,13.3,5.2,1.2,1.8,0,0,0,0,0,50.900000000000006,36.36618718268979,36.24282920528583,0.0,0.0,0.0,0.0,71.85,893.772,60.0,0.0,30.971,30.971,0.04999999999999716,216.208,15.595999999999998,247.89600000000024,27.955709862062495,13.547746721522227,0,0,0.0,1.3617278360175928
2017-04-17,11.2,8.0,12.2,3.9,2.2,1.7,22,0,0,0,22,56.199999999999996,35.80546314291989,40.388327869315994,0.0,0.0,0.0,0.9565217391304348,71.94,898.713,60.3,20.059,42.955,30.232,0.09000000000000341,209.71800000000002,32.3878,266.9000000000002,20.44620634740075,25.353880703247462,0,0,1.3617278360175928,0.0
2017-04-24,12.7,8.2,11.7,5.9,2.0,1.9,0,0,0,0,0,62.8,36.8965866233512,34.42293662336278,0.0,0.0,0.0,0.0,72.09,906.983,60.9,0.0,23.729,30.128,0.15000000000000568,210.83499999999998,4.756099999999996,306.55000000000024,36.67689756965506,3.2604530759226087,0,0,0.0,0.0
2017-05-02,14.3,8.3,11.2,6.4,1.3,3.2,0,0,0,0,0,70.8,42.01050944419373,33.250745958831324,0.0,0.0,0.0,0.0,71.95,899.263,60.4,0.0,21.471,46.954,-0.14000000000000057,251.522,0.8428999999999964,162.17200000000025,40.01882426238263,1.2992908942710684,0,0,0.0,0.0
2017-05-08,14.2,7.7,11.5,2.4,1.2,3.2,0,0,0,0,0,78.5,42.01050944419373,47.3844954947303,0.0,0.0,0.0,0.0,71.62,881.219,59.1,0.0,16.896,48.38,-0.36999999999999034,338.105,2.2355999999999963,103.77800000000023,49.24111533303532,7.21399089503519,0,0,0.0,1.5440680443502757
2017-05-15,16.6,8.2,10.5,3.4,1.6,3.4,34,0,0,0,34,87.0,42.60523698421296,42.365396030325314,0.0,0.0,0.0,0.9714285714285714,71.26,861.778,57.8,0.0,11.605,48.904,-0.35999999999999943,341.633,13.689899999999996,116.62000000000023,68.36794922649742,39.76297914215261,0,0,1.5440680443502757,0.0
2017-05-22,17.8,8.8,8.7,4.1,1.5,3.1,0,0,0,0,0,97.0,41.6990547137277,39.66767770883513,0.0,0.0,0.0,0.0,70.84,839.415,56.3,0.0,12.299,49.031,-0.4200000000000017,343.373,0.0,84.55100000000023,63.11865553801038,0.0,0,0,0.0,0.0
2017-05-29,18.8,8.3,11.7,3.9,1.5,3.7,0,0,0,0,0,105.60000000000001,43.434744960768256,40.388327869315994,0.0,0.0,0.0,0.0,70.38,815.315,54.7,0.0553,6.787,48.93,-0.46000000000000796,341.209,4.760799999999996,62.27200000000023,104.70206754847824,25.673723087621582,0,0,0.0,0.0
2017-06-05,20.4,8.9,11.8,2.3,2.0,6.7,0,0,0,0,0,114.8,49.259674833953795,47.997779538505156,0.0,0.0,0.0,0.0,69.74,782.177,52.5,0.0,5.473,70.36,-0.6400000000000006,448.266,0.5050999999999964,65.68000000000023,120.8368608064267,3.3956082273544936,0,0,0.0,0.0
2017-06-12,21.4,9.0,11.8,1.9,2.4,11.0,0,0,0,0,0,123.5,54.12335262615202,50.75088550025579,0.0,0.0,0.0,0.0,69.01,745.661,50.0,0.0,7.247,70.052,-0.7299999999999898,491.104,7.723199999999995,68.46000000000024,90.41603007154116,54.605447923984805,0,0,0.0,1.6901960800285136
2017-06-19,22.4,9.2,12.8,1.9,2.7,13.4,48,0,0,0,48,131.6,56.059448675246855,50.75088550025579,0.0,0.0,0.0,0.9795918367346939,68.35,713.664,47.9,0.0,9.746,54.047,-0.6600000000000108,424.51800000000003,4.143099999999995,54.17700000000023,66.41206030150754,31.875972339924076,0,0,1.6901960800285136,0.0
2017-06-26,23.4,9.3,12.3,2.7,2.3,4.8,0,0,0,0,0,140.79999999999998,45.988122154734825,45.687241950921816,0.0,0.0,0.0,0.0,67.71,683.543,45.9,7.3157,13.381,61.787,-0.6400000000000006,402.748,14.232299999999995,54.13000000000023,47.530978374243794,103.97297951024804,0,0,0.0,0.0
2017-07-03,25.5,9.0,9.6,1.1,13.2,2.9,0,0,0,0,0,149.7,41.04481232989572,58.62658030901968,0.0,0.0,0.0,0.0,67.78,686.794,46.1,59.3482,218.4,47.361,0.07000000000000739,392.013,118.15069999999999,429.64400000000023,3.130328167730173,107.55196951333345,0,0,0.0,0.0
2017-07-10,26.3,8.9,10.1,0.8,6.0,6.3,0,0,0,0,0,158.2,48.65579190362935,63.21549857443776,0.0,0.0,0.0,0.0,69.84,787.273,52.8,7.4904,208.715,26.742,2.0600000000000023,187.921,84.3539,1350.8650000000002,3.754013780607014,11.725926214451883,0,0,0.0,0.0
2017-07-17,26.3,8.5,9.0,1.7,6.4,2.1,0,0,0,0,0,165.70000000000002,37.878405351795195,52.35364690219413,0.0,0.0,0.0,0.0,71.27,862.314,57.9,8.7191,207.667,28.468,1.4299999999999926,195.13899999999998,61.64059999999999,1063.6750000000002,4.132488606248232,11.297799838824051,0,0,0.0,2.9916690073799486
2017-07-24,26.6,8.4,8.4,2.8,3.4,2.4,980,980,0,0,0,171.9,39.18834831344176,45.163184198419515,0.9989806320081549,0.0,0.0,0.0,71.65,882.85,59.3,9.8736,45.252,32.661,0.38000000000000966,221.959,11.663899999999993,459.64300000000026,19.087823229265762,5.620203889128885,0,0,2.9916690073799486,3.292477593667784
2017-07-31,26.5,8.3,7.2,0.9,3.0,3.7,1960,1960,0,0,0,177.0,43.434744960768256,61.518245030629274,0.9994900560938297,0.0,0.0,0.0,72.27,916.965,61.5,24.6416,105.136,28.029,0.6199999999999903,201.29600000000002,67.51429999999999,596.1430000000003,8.639528529433935,22.75896817479229,0,1,3.292477593667784,3.425044874551389
2017-08-07,27.8,8.2,5.3,4.5,2.0,4.2,2660,1600,0,1060,0,182.39999999999998,44.678179193088255,38.326244712453885,0.6012777151446824,0.0,0.3983464862833521,0.0,72.8,946.731,63.5,2.3229,82.981,37.109,0.5300000000000011,228.535,28.612499999999994,573.0450000000002,11.273157023612484,11.391019323397986,0,1,3.425044874551389,3.7180862947830917
2017-08-14,27.2,8.3,5.4,2.8,3.4,6.0,5224,2882,146,2000,196,186.20000000000002,48.177160393127224,45.163184198419515,0.5515789473684211,0.027942583732057415,0.3827751196172249,0.03751196172248804,73.38,979.947,65.8,60.365,207.751,27.812,0.5799999999999983,223.277,86.35029999999999,607.7260000000002,4.694334398398091,31.67276563363482,0,1,3.7180862947830917,3.9795938958489305
2017-08-21,26.9,8.3,5.3,2.5,2.5,5.0,9540,8340,72,488,640,187.60000000000002,46.38858592097853,46.796250553693426,0.8741222094120114,0.0075463787862907455,0.051147678440415054,0.06707892254480663,74.87,1068.399,71.7,21.5679,137.929,236.821,1.490000000000009,948.998,76.5035,1972.7460000000003,7.690251855264199,36.78369379494626,0,1,3.9795938958489305,2.9633155113861114
2017-08-28,26.6,8.4,4.3,1.8,3.6,7.3,918,420,168,268,62,187.9,50.10104735539413,51.529994158760466,0.45701849836779107,0.18280739934711643,0.2916213275299238,0.06746463547334058,74.3,1034.027,69.4,13.679,107.174,238.924,-0.5700000000000074,1622.183,49.6592,1224.3630000000003,9.558923586074288,65.74077235366171,0,0,2.9633155113861114,3.674401812845282
2017-09-04,26.3,8.6,5.9,1.8,5.8,8.5,4724,2760,10,1798,156,187.89999999999998,51.59404906389842,51.529994158760466,0.5841269841269842,0.0021164021164021165,0.38052910052910055,0.03301587301587302,73.99,1015.613,68.2,0.0,33.891,40.731,-0.3100000000000023,632.904,4.324399999999993,419.77300000000025,29.108165429480383,6.5045287069274735,0,1,3.674401812845282,3.094471128641645
2017-09-11,25.6,8.1,5.3,2.7,3.3,9.3,1242,660,0,474,108,186.9,52.47644126556186,45.687241950921816,0.5309734513274337,0.0,0.3813354786806114,0.08688656476267095,74.12,1023.311,68.7,57.5816,139.915,30.308,0.13000000000000966,216.197,62.343199999999996,305.2990000000002,7.261902565376292,44.00410321417958,0,1,3.094471128641645,3.1598678470925665
2017-09-18,25.1,7.8,6.8,2.6,2.7,7.6,1444,500,0,944,0,185.5,50.49613430593732,46.231080077154644,0.3460207612456747,0.0,0.6532871972318339,0.0,74.67,1056.263,70.9,0.0,37.49,30.492,0.5499999999999972,214.166,0.0,595.5520000000002,27.442530527409712,0.0,0,1,3.1598678470925665,3.2092468487533736
2017-09-25,24.7,8.1,7.4,2.1,2.8,9.2,1618,1340,6,272,0,182.39999999999998,52.370386178579494,49.30868286244967,0.8276714021000617,0.0037059913526868438,0.16800494132180357,0.0,74.61,1052.638,70.7,0.0,23.91,30.896,-0.060000000000002274,215.098,1.034299999999993,173.1440000000002,42.257647531112,1.2775396304207909,0,1,3.2092468487533736,2.705007959333336
2017-09-29,22.2,8.1,7.6,2.9,1.8,8.3,506,180,0,326,0,177.4,51.360466600213044,44.65751827993911,0.35502958579881655,0.0,0.6429980276134122,0.0,74.71,1058.683,71.1,0.0,52.044,31.028,0.06999999999999318,215.69400000000002,38.67739999999999,264.6980000000002,19.958581554935527,31.398366248899094,0,0,2.705007959333336,2.781755374652469
2017-10-10,23.5,8.4,10.3,2.0,2.6,15.9,604,280,0,286,38,174.0,57.73759046150889,50.011749128131186,0.4628099173553719,0.0,0.4727272727272727,0.0628099173553719,74.75,1061.107,71.2,0.0,22.434,29.454,0.0,201.204,3.2555999999999927,201.20400000000024,45.280660578646405,3.2394994283001215,0,0,2.781755374652469,2.5943925503754266
2017-10-16,22.0,7.2,7.0,2.6,2.3,18.5,392,260,0,132,0,169.4,59.223330881746776,46.231080077154644,0.6615776081424937,0.0,0.33587786259541985,0.0,74.72,1059.289,71.1,0.0,22.195,29.208,-0.04000000000000625,204.364,15.773999999999994,176.29900000000023,45.66885104548394,18.181928471113736,0,0,2.5943925503754266,3.2477278329097232
