iter	Logloss
524	0.06803902265
525	0.06780959571
526	0.06769897065
527	0.06764512994
528	0.06740235041
529	0.06710952881
530	0.06705557334
531	0.06702065693
532	0.06674278311
533	0.06670612805
534	0.06668369203
535	0.06656600335
536	0.06635118564
537	0.06630420198
538	0.06624149015
539	0.06609467481
540	0.06608164356
541	0.06604538443
542	0.0658599975
543	0.06582879364
544	0.0657099057
545	0.06568777954
546	0.06556072626
547	0.0655463695
548	0.06547808023
549	0.06540364544
550	0.06527512894
551	0.06525740391
552	0.06513903813
553	0.06495789741
554	0.06475277137
555	0.06473282569
556	0.0646152403
557	0.064530913
558	0.06435988857
559	0.06431289917
560	0.06414550696
561	0.06409680186
562	0.0640861175
563	0.06407477899
564	0.06406441596
565	0.06392443471
566	0.06378253693
567	0.06377143369
568	0.06370634628
569	0.06363164753
570	0.06361214943
571	0.06338331351
572	0.06330449481
573	0.06323178719
574	0.06306514667
575	0.06304554528
576	0.06303396003
577	0.06300089129
578	0.06298089971
579	0.06294331507
580	0.06272091158
581	0.06269593932
582	0.06259198194
583	0.06240256112
584	0.06228320265
585	0.06214906853
586	0.06207888568
587	0.06189413569
588	0.06181601129
589	0.06163082519
590	0.06147270004
591	0.06140760115
592	0.06126659852
593	0.06100938191
594	0.06095751511
595	0.060888061
596	0.060790559
597	0.06067298508
598	0.06059758628
599	0.06051237532
600	0.060403925
601	0.06026289368
602	0.06011052958
603	0.06010001162
604	0.06008655575
605	0.05987721794
606	0.05978047911
607	0.0597378851
608	0.05971274069
609	0.05968290825
610	0.05942385543
611	0.05940701981
612	0.05934508263
613	0.05922338301
614	0.05913661701
615	0.05905906069
616	0.05904185783
617	0.05899053615
618	0.05893862919
619	0.05890245613
620	0.05887865444
621	0.05876199862
622	0.05865385816
623	0.05863784883
624	0.05859965021
625	0.05858456472
626	0.05849343202
627	0.05827643957
628	0.05825422734
629	0.05811811358
630	0.05809915485
631	0.05808363326
632	0.05799987404
633	0.0579164591
634	0.05789638145
635	0.05777333337
636	0.05768738792
637	0.05755352924
638	0.05740448178
639	0.0573777766
640	0.05735098536
641	0.05717414248
642	0.05703833284
643	0.05697023866
644	0.05679015375
645	0.05675845642
646	0.05674769172
647	0.05658161928
648	0.05648313606
649	0.05637666538
650	0.0562371604
651	0.05621188975
652	0.05618199993
653	0.05616410849
654	0.05598245134
655	0.05592856473
656	0.05581160479
657	0.05572288783
658	0.05558623469
659	0.05554391611
660	0.05552197931
661	0.05532554652
662	0.05521123185
663	0.05509195371
664	0.05501639998
665	0.05496239287
666	0.05494378991
667	0.05476588548
668	0.05474963515
669	0.05460437484
670	0.05446031379
671	0.0544444307
672	0.05441273337
673	0.05434681967
674	0.05433168253
675	0.05422755301
676	0.0542113658
677	0.05415724966
678	0.05403866583
679	0.0539498169
680	0.05393239026
681	0.05387647809
682	0.05378347477
683	0.05373100547
684	0.05365430413
685	0.05353739583
686	0.05351782313
687	0.05350355818
688	0.05340189031
689	0.05325522416
690	0.05314698615
691	0.05304135324
692	0.05295548239
693	0.05289402721
694	0.0528339377
695	0.05271743107
696	0.05266665452
697	0.05261843142
698	0.05259970796
699	0.0524265719
700	0.05231448362
701	0.05214168611
702	0.05207135981
703	0.05205246994
704	0.05188578926
705	0.05183477744
706	0.0516962881
707	0.05156423693
708	0.0515503966
709	0.05150682138
710	0.05146142143
711	0.05138408316
712	0.05127221292
713	0.05112358434
714	0.05099319148
715	0.0508085505
716	0.05072070574
717	0.05060127841
718	0.05056427333
719	0.05055124208
720	0.05045360236
721	0.05036610762
722	0.05033228145
723	0.05015211047
724	0.05013941203
725	0.04997690869
726	0.04982574386
727	0.0497296936
728	0.04967574387
729	0.04955182934
730	0.04945807432
731	0.04938210746
732	0.04928392262
733	0.04918694852
734	0.04908773082
735	0.04899761377
736	0.04893135579
737	0.04885999089
738	0.04868512766
739	0.04851542873
740	0.04845832877
741	0.04836412619
742	0.04828073994
743	0.04826562575
744	0.04816890413
745	0.04808360136
746	0.04800262512
747	0.04788264119
748	0.04774796196
749	0.04773605538
750	0.04761325978
751	0.047568623
752	0.04751941582
753	0.04743800635
754	0.04735796543
755	0.04725163534
756	0.04715827625
757	0.04708393614
758	0.04692560728
759	0.04685397269
760	0.04679471807
761	0.0467818188
762	0.04666578843
763	0.04665814239
764	0.0466218517
765	0.04656091295
766	0.04650310721
767	0.04647989368
768	0.04642695959
769	0.04627173792
770	0.04619147034
771	0.04615117158
772	0.04613428144
773	0.0461042166
774	0.0459851393
775	0.0458667936
776	0.0458566974
777	0.0457519166
778	0.04573484285
779	0.04571131659
780	0.04569246402
781	0.04556043293
782	0.04548945248
783	0.04542441958
784	0.04541096084
785	0.04530883966
786	0.04522658382
787	0.04518706544
788	0.04513527611
789	0.04504944543
790	0.04497362488
791	0.04488049532
792	0.04477769991
793	0.04477257004
794	0.04476404033
795	0.04469198112
796	0.04463194899
797	0.04461786193
798	0.0445237741
799	0.04450562445
800	0.04438644386
801	0.0442561715
802	0.04424047203
803	0.04422002426
804	0.04407723134
805	0.04406230364
806	0.04394354193
807	0.04387809876
808	0.04379351325
809	0.04371916453
810	0.04363200261
811	0.04347371678
812	0.04337177922
813	0.0433023079
814	0.04323781725
815	0.04321515458
816	0.0432100907
817	0.04319261814
818	0.04317241999
819	0.04311558399
820	0.04302713099
821	0.04293632249
822	0.04286719832
823	0.04283391154
824	0.04281612913
825	0.04270791407
826	0.04264342056
827	0.04259438552
828	0.04249869963
829	0.04246466689
830	0.04237113853
831	0.04233723202
832	0.04224880771
833	0.04215195699
834	0.04214056396
835	0.04211777505
836	0.0420818975
837	0.04204288982
838	0.04195238257
839	0.04189059458
840	0.04188292273
841	0.04182820122
842	0.04169149357
843	0.04166698322
844	0.04161898104
845	0.04156358531
846	0.04155331982
847	0.04151278867
848	0.04144615197
849	0.04137673516
850	0.04126443457
851	0.0412234874
852	0.0411729748
853	0.0411326789
854	0.04104530754
855	0.04101039112
856	0.04099547777
857	0.04091818253
858	0.04090836175
859	0.04088899562
860	0.0408432973
861	0.04078787861
862	0.04070050151
863	0.04065872231
864	0.04056235932
865	0.04055658965
866	0.04054888337
867	0.04054417812
868	0.04053876421
869	0.04046628324
870	0.04032981946
871	0.04032212178
872	0.04030381433
873	0.04029638922
874	0.04024551225
875	0.04014021789
876	0.04007759213
877	0.03996931969
878	0.0398810331
879	0.03982212564
880	0.03980344234
881	0.03976421087
882	0.03965566013
883	0.03956817974
884	0.03950798982
885	0.03945924742
886	0.0394460096
887	0.0393223418
888	0.0393126157
889	0.03922455003
890	0.03917689787
891	0.0390294743
892	0.03891022772
893	0.03882295677
894	0.0388134229
895	0.03877853517
896	0.03877227489
897	0.03872585356
898	0.0386251583
899	0.03850430218
900	0.03837326665
901	0.03827809719
902	0.03822965892
903	0.03810933358
904	0.0381015613
905	0.03799909297
906	0.03792243752
907	0.03782708731
908	0.03773880646
909	0.0376996381
910	0.03765392543
911	0.03761291228
912	0.03750887743
913	0.03750249952
914	0.03748176772
915	0.03746144907
916	0.0373795949
917	0.03735124288
918	0.03734806684
919	0.03729197392
920	0.03728589726
921	0.03726624136
922	0.03725018325
923	0.03720168186
924	0.03714499792
925	0.03704614172
926	0.03694584526
927	0.03689630814
928	0.03688336009
929	0.03687983115
930	0.03675806841
931	0.0367455794
932	0.0367366509
933	0.03662718494
934	0.03653677524
935	0.0364820107
936	0.0364101351
937	0.03637625729
938	0.03626857014
939	0.03613915849
940	0.03609681983
941	0.0360902956
942	0.03603382684
943	0.03596869639
944	0.0359617332
945	0.03595866044
946	0.03594717847
947	0.03590303805
948	0.03581262835
949	0.0358050856
950	0.03572703006
951	0.03564673666
952	0.0355518914
953	0.03553358395
954	0.03547098402
955	0.03536071185
956	0.03534640387
957	0.03531903307
958	0.0353064207
959	0.03527824083
960	0.0352427047
961	0.03521069177
962	0.03515447549
963	0.03511327011
964	0.03502480276
965	0.0349523218
966	0.03494690789
967	0.03491104756
968	0.03486378846
969	0.03484924235
970	0.03480182546
971	0.03479176942
972	0.03476360102
973	0.03468557991
974	0.03460225679
975	0.03452219578
976	0.03443794307
977	0.03443279886
978	0.03442395643
979	0.03436964806
980	0.03434272197
981	0.03427602216
982	0.03418491528
983	0.03408393024
984	0.03405018727
985	0.033973572
986	0.03396551569
987	0.03388960907
988	0.03374319827
989	0.03371241904
990	0.03361368334
991	0.03350190492
992	0.03345890063
993	0.03338849687
994	0.03335718973
995	0.03334329776
996	0.03333980325
997	0.03333128215
998	0.03331608189
999	0.03330753497
